CommunityName,State,agepct12t21,agepct12t29,agepct16t24,agepct65up,medIncome,pctWWage,perCapInc,whitePerCap,blackPerCap,indianPerCap,asianPerCap,otherPerCap,HispPerCap,pctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,Population,HouseholdSize,racepctblack,racepctwhite,racepctasian,racepcthisp,TotalPctDiv,PctKids2Par,NumImmig,PctImmigRecent,PctImmigRec5,HousVacant,NumInShelters,NumStreet,murders,murdPerPop,rapes,rapesPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
KansasCitycity,MO,12.71,27.17,12.5,11.44,26713,77.98,13799,16367,8487,10538,11264,8573,9109,15.32,21.2,22.05,7.23,62.88,435146,2.45,29.59,66.78,1.2,3.91,15.22,56.13,12387,14.52,19.83,24182,597,96,153,34.34,515,115.59,3891,873.3,6402,1436.88,12106,2717.1,23611,5299.3,8487,1904.84,527,118.28
RichmondHeightscity,MO,9.66,27.16,11.09,14.94,32237,80.1,21799,22581,16784,10670,28290,27129,20217,7.31,14.65,40.8,4.17,66.87,10448,2.21,15.19,82.53,1.79,1.22,10.98,73.57,414,21.01,26.33,260,0,0,0,0,2,18.97,37,350.94,40,379.4,71,673.43,1141,10822.35,89,844.16,1,9.48
CapeGirardeaucity,MO,19.25,34.09,21.85,12.67,22634,75.92,12254,12787,6590,8992,10913,6263,6841,18.04,22.96,24.32,6.44,59.54,34438,2.56,8.05,90.21,1.29,0.56,9.82,70.44,624,45.83,54.17,1185,1,0,2,5.52,10,27.59,42,115.87,66,182.07,266,733.81,1757,4847.03,111,306.22,2,5.52
Claytoncity,MO,25.03,39.16,26.34,11.06,44218,79.35,31122,33258,4149,5000,14539,5399,22325,4.57,3.63,66.98,2.74,59.07,13874,2.58,3.21,91.44,4.9,1.6,8.73,77.26,1050,17.33,25.52,416,0,0,0,0,0,0,19,137.44,30,217.01,137,991.03,473,3421.59,43,311.05,1,7.23
Independencecity,MO,12.45,25.52,11.82,13,28242,77.67,13208,13357,8217,9864,8041,11186,10057,9.52,21.65,13.74,5.46,63.81,112301,2.48,1.45,96.2,0.98,1.97,13.12,70.86,1760,6.36,15,2940,7,0,4,3.55,51,45.28,137,121.62,463,411.04,1372,1218.02,4315,3830.72,857,760.82,29,25.75
JeffersonCitycity,MO,12.74,26.59,13.01,13.63,27597,77.22,15701,15910,14549,11915,6613,4996,15751,9.67,21.93,27.48,4.81,59.78,35481,2.51,10.09,88.84,0.46,0.78,11.96,74.5,486,10.49,11.73,1275,30,0,0,0,4,10.74,26,69.79,51,136.91,231,620.1,1274,3419.95,61,163.75,8,21.48
Ballwincity,MO,13.3,24.74,10.96,7.94,46654,88.84,19716,19671,25666,21021,18130,11000,16469,2.49,9.57,36.34,2.24,72.85,21816,2.78,1.6,96.47,1.75,0.98,7.76,86.38,598,16.05,19.06,309,0,0,0,0,1,4.13,8,33.08,10,41.35,69,285.29,317,1310.68,13,53.75,0,0
Fultoncity,MO,20.03,31.51,20.45,15.04,23839,69.61,10354,10786,6926,14292,6621,11594,14547,11.41,33.47,15.48,3.75,51.22,10033,2.93,11.17,87.79,0.56,0.49,12.25,63.53,110,6.36,6.36,331,0,0,0,0,5,47.29,6,56.75,31,293.23,80,756.72,336,3178.21,11,104.05,1,9.46
WebsterGrovescity,MO,11.42,20.06,8.51,15.25,41489,75.26,20238,21280,8005,12294,7735,38720,21101,3.96,10.51,46.79,3.7,62.68,22987,2.57,7.09,91.75,0.79,0.95,7.73,82.08,506,33.79,45.45,445,0,0,1,4.3,0,0,11,47.3,17,73.09,71,305.27,316,1358.67,34,146.19,6,25.8
CreveCoeurcity,MO,11.22,23.46,11.43,15.43,59913,81.62,38831,39984,20807,11905,25228,0,16174,3.62,7.57,55.89,1.79,62.36,12304,2.41,3.17,92.93,3.66,1.01,7.05,87.28,710,20.42,20.42,297,0,0,0,0,0,0,9,73.92,9,73.92,64,525.62,274,2250.33,31,254.6,0,0
Hazelwoodcity,MO,11.77,28.45,12.75,9.37,35197,85.12,15992,16115,16110,9633,9265,11149,16766,4.45,17.59,20.23,3.96,72.3,15324,2.41,10.6,87.82,0.96,1.4,12.93,72.03,362,5.25,9.39,410,0,0,2,12.56,3,18.83,24,150.67,38,238.56,176,1104.9,437,2743.42,107,671.73,7,43.95
Kirkwoodcity,MO,10.59,19.79,8.65,15.95,42113,77.21,22058,22812,10865,37107,15428,0,14510,2.82,11.77,42.87,3.12,63.68,27291,2.43,5.93,93.13,0.74,0.69,9.71,80.46,577,7.45,8.84,487,0,0,1,3.51,4,14.02,17,59.59,45,157.73,99,347,518,1815.63,39,136.7,5,17.53
UniversityCitycity,MO,13,26.62,13.12,12.03,32150,79.14,17260,23505,11478,10545,8243,7941,12993,12.77,16.42,41.18,6.44,64.91,40087,2.42,48.23,49.09,2.2,1.11,12.51,57.48,2509,22.52,30.17,1150,11,2,5,12.16,16,38.9,131,318.48,110,267.43,622,1512.17,1479,3595.65,264,641.82,25,60.78
Marshallcity,MO,17.14,29.09,16.32,14.17,21496,74.1,10659,11058,6134,20809,2700,9276,7193,13.58,33.6,15.18,5.42,56.92,12711,2.7,7.88,91.09,0.32,1.01,12.27,64.59,43,11.63,25.58,450,0,0,0,0,3,23.95,2,15.97,0,0,39,311.4,196,1565,2,15.97,0,0
Grandviewcity,MO,15.86,30.25,14.99,6.79,32779,88.36,14101,14503,12498,16054,11606,7963,9970,6.69,14.66,17.61,4.98,72.75,24967,2.69,16.95,80.88,0.94,1.53,13.39,69.27,468,5.34,11.97,1044,0,0,0,0,5,19.54,55,214.89,47,183.64,296,1156.52,445,1738.69,137,535.28,5,19.54
Carthagecity,MO,12.33,23.34,10.78,18.3,20196,67.89,10873,11045,10608,9385,2559,0,5567,12.01,30.57,12.3,5.41,53.75,10747,2.5,2.2,95.06,1.65,0.59,11.45,72.98,200,19,21.5,419,7,0,2,17.92,0,0,3,26.89,10,89.62,90,806.6,323,2894.78,13,116.51,1,8.96
Washingtoncity,MO,12.74,26.37,11.77,13.85,30650,80.25,13273,13322,5847,18000,7070,0,2651,5.22,25.05,14.01,3.64,66.79,10704,2.61,0.74,98.63,0.36,0.71,8.24,82.09,101,52.48,52.48,239,0,0,0,0,2,17.5,1,8.75,55,481.15,63,551.13,366,3201.82,18,157.47,2,17.5
Sedaliacity,MO,12.59,24.72,11.63,17.34,19775,69.01,10455,10702,6807,5786,5822,27923,12025,15.01,30.89,11.26,9.11,55.7,19800,2.35,5.44,93.56,0.44,0.91,12.53,68.45,199,31.16,36.68,898,0,0,2,9.79,8,39.16,7,34.26,102,499.24,188,920.17,920,4502.96,36,176.2,0,0
Bridgetoncity,MO,12.57,24.17,11.38,12.38,38619,83.34,17245,17400,14341,6335,16194,13656,9232,2.98,18.65,23.32,3.04,67.51,17779,2.62,3.66,94.66,1.33,0.94,10.75,77.52,282,10.99,15.6,330,0,0,1,5.58,6,33.46,91,507.5,43,239.81,193,1076.35,820,4573.09,139,775.19,0,0
Rollacity,MO,23.71,41.21,29.24,11.83,18784,74.69,10247,10312,6819,5467,11689,14330,10003,22.38,23.16,28.32,6.71,49.32,14090,2.65,2.09,92.15,4.9,1.18,9.02,71.4,847,46.16,55.73,548,0,0,0,0,4,26.84,2,13.42,19,127.47,981,6581.68,336,2254.28,32,214.69,9,60.38
Gladstonecity,MO,12.62,25.45,12.11,10.39,37302,84.94,17786,17851,18362,19121,11579,14002,10687,3.48,12.08,22.99,3.13,70.14,26243,2.49,1.04,97.06,0.77,2.45,10.72,79.09,415,2.17,14.7,541,0,0,0,0,9,32.24,26,93.14,42,150.45,154,551.65,419,1500.93,73,261.5,0,0
Overlandcity,MO,10.63,24.68,10.21,14.46,28727,75.25,13127,13473,9546,6309,7821,15125,7761,8.27,29.94,10.78,6.31,62.76,17987,2.51,6.38,91.63,1.36,0.9,12.85,66.65,448,11.16,21.21,348,0,0,0,0,4,21.65,24,129.91,50,270.65,150,811.95,823,4454.91,58,313.95,2,10.83
Maryvillecity,MO,34.92,50.03,40.69,10.67,17829,75.01,8872,8949,2033,0,12354,3961,4411,26.9,16.7,26.61,5.63,56.56,10663,3.01,1.54,96.68,1.29,0.77,6.03,75.43,153,40.52,60.13,245,0,0,0,0,1,9.43,0,0,11,103.76,42,396.19,215,2028.11,13,122.63,0,0
Kennettcity,MO,14.73,25.59,12.05,15.3,15508,62.66,9558,10182,3388,13625,36235,0,31289,31.61,45.68,10.86,9.28,50.07,10941,2.48,10.64,88.59,0.5,0.41,12.84,60.84,37,0,13.51,271,0,0,1,8.82,18,158.69,20,176.32,110,969.76,287,2530.19,734,6470.95,57,502.51,0,0
Greenvillecity,MS,17.15,28.12,13.63,10.96,18060,71.26,9081,14683,5359,2400,11710,6929,4936,31.96,38.54,15.58,12.45,51.79,45226,2.95,59.63,39.76,0.43,0.56,13.52,42.18,250,19.6,32.8,1170,6,0,16,35.96,34,76.4,66,148.31,133,298.88,1745,3921.35,2631,5912.36,186,417.98,57,128.09
Clintoncity,MS,17.83,30.86,16.52,7.45,36770,87.63,14677,16374,6592,0,15987,10491,8881,9.48,13.22,38.29,3.37,70.5,21847,2.92,17.14,81.71,0.92,0.48,9.11,74.47,389,39.85,53.98,427,0,0,2,8.76,0,0,14,61.34,12,52.58,169,740.51,435,1906.06,12,52.58,5,21.91
Gulfportcity,MS,14.11,27.52,13.65,13.11,21174,72.02,11451,13571,6423,18283,6592,5316,7106,20.32,25.24,18.29,7.69,54.66,40775,2.58,28.59,69.89,0.92,1.55,16.27,55.52,846,9.34,15.48,2439,68,1,4,6.03,29,43.69,86,129.57,143,215.45,473,712.65,2127,3204.66,165,248.6,21,31.64
Laurelcity,MS,14.29,24.41,11.88,16.39,16997,63.58,11208,16980,5021,235,10085,0,2835,30.18,36.81,18.14,9.03,46.67,18827,2.59,48.1,51.62,0.16,0.4,13.13,46.84,86,25.58,25.58,1114,5,0,3,15.34,15,76.69,55,281.19,?,?,448,2290.39,1179,6027.61,104,531.7,8,40.9
Meridiancity,MS,14.6,26.21,12.93,14.76,18004,67.92,10670,15261,5148,1866,25286,7824,9695,27.76,31.39,15.85,9.45,51.77,41036,2.54,45.35,53.97,0.44,0.57,14.29,48.53,188,12.23,20.21,1570,29,24,7,16.26,19,44.13,78,181.16,88,204.39,495,1149.69,1222,2838.23,119,276.39,10,23.23
Jacksoncity,MS,16.18,29.7,15.17,10.48,23270,77.64,12216,19315,6719,6269,7230,9671,9703,22.68,24.97,26.91,8.79,59.11,196637,2.74,55.75,43.57,0.5,0.45,13.3,50.61,2006,27.12,40.73,7509,93,2,83,42.54,173,88.66,1505,771.31,1019,522.23,7071,3623.87,11603,5946.51,4054,2077.66,145,74.31
Ridgelandcity,MS,9.8,37.64,14.54,5.19,31938,89.28,16915,17650,12004,0,15394,4092,8486,4.88,8.27,46.51,3.2,81.4,11714,2.08,12.05,87,0.67,0.94,12.66,73.68,147,15.65,25.17,516,0,0,1,7.02,3,21.07,22,154.55,10,70.25,108,758.69,589,4137.69,45,316.12,0,0
Greenwoodcity,MS,15.46,26.8,12.32,14.39,15938,67.01,10749,18734,5405,5555,8745,0,6321,37.31,41.31,18.79,11.24,49.22,18906,2.69,59.17,40.18,0.45,0.38,13.72,40.75,120,40.83,40.83,559,0,0,4,21.07,10,52.68,46,242.33,33,173.85,772,4067.01,1254,6606.26,91,479.4,7,36.88
Hattiesburgcity,MS,21.46,38.93,25.22,11.21,15576,74.46,10013,13824,4637,4354,6470,8335,20770,35.87,26.04,27.04,9.73,51.51,41882,2.63,40.43,58.22,1.06,0.98,12.61,44.73,983,30.11,45.88,1764,14,0,10,20.75,26,53.95,77,159.78,241,500.08,948,1967.13,2096,4349.27,128,265.6,7,14.53
McCombcity,MS,15.66,25.39,12.12,15.87,14579,60.44,8539,12563,3880,18000,3600,0,2600,37.49,35.93,15.95,10.95,45.99,11591,2.57,46.2,53.46,0.16,0.46,12.94,45.15,73,0,9.59,458,1,0,4,32.63,3,24.47,30,244.74,55,448.69,271,2210.8,677,5522.92,44,358.95,3,24.47
OceanSpringscity,MS,14.8,24.91,11.35,9.58,31161,78.68,13906,14474,11069,3703,4426,4264,12360,10.12,16.66,25.78,6.83,61.41,14658,2.65,6.19,90.92,2.41,1.48,11.66,74.5,513,1.36,2.92,441,0,0,0,0,8,48.24,13,78.39,32,192.97,160,964.84,515,3105.59,35,211.06,1,6.03
Columbuscity,MS,16.82,30.13,16.31,12.54,19030,70.06,10188,14758,5934,7384,5656,9455,6545,28.63,35.08,18.92,9.19,55.44,23799,2.6,51.17,48.29,0.32,0.78,13.21,43.75,132,0,0,763,12,0,1,3.69,15,55.29,32,117.95,74,272.75,233,858.8,1002,3693.19,46,169.55,6,22.11
Tupelocity,MS,13.85,26.79,12.33,10.84,27871,80.6,14083,16488,6539,9329,19453,15638,8761,12.61,23.94,21.88,4.5,65.44,30685,2.62,24.37,75.19,0.27,0.51,12.67,65.05,158,3.8,12.03,630,25,1,3,9,6,18,58,174,33,99,411,1233.01,1773,5319.05,248,744.01,3,9
Brandoncity,MS,16.31,25.69,12.27,7.55,40633,84.13,15611,16515,6240,0,44420,11000,10106,7.32,14.33,34.1,3.52,68,11077,2.86,12.24,87.1,0.51,0.6,8.88,78.39,125,0,15.2,135,4,0,1,7.66,1,7.66,2,15.32,24,183.88,72,551.64,64,490.35,10,76.62,1,7.66
Natchezcity,MS,14.5,23.98,11.82,15.67,16769,64.79,10387,14988,5876,4872,16278,?,17758,31.79,31.12,18.69,12.38,47.77,19460,2.54,50.34,49.31,0.23,0.5,13.49,47.08,74,9.46,9.46,1000,0,0,2,10.27,15,76.99,36,184.79,54,277.18,283,1452.62,1124,5769.43,20,102.66,8,41.06
MossPointcity,MS,18.65,28.08,14.11,10.6,21201,73.2,8809,12376,6920,13875,12194,12000,10159,22.72,35.31,10.42,15.88,49.5,17837,2.98,65.48,34.27,0.12,0.39,13.04,52.86,73,9.59,17.81,623,0,0,5,27.53,19,104.61,36,198.21,79,434.95,470,2587.68,701,3859.49,60,330.34,25,137.64
Pascagoulacity,MS,15.74,28.4,14.14,10.46,24986,73.88,11778,13533,5683,5293,11101,7001,7446,19.75,26.06,16.25,7.65,58,25899,2.65,21.46,77.22,0.92,0.97,13.63,58.64,289,23.53,31.14,1279,23,20,9,30.67,27,92,125,425.92,159,541.77,683,2327.25,1736,5915.22,254,865.48,9,30.67
Vicksburgcity,MS,14.96,25.79,11.87,16.32,17206,66.71,9566,15852,5270,13155,8936,0,3130,33.23,37.31,16.48,9.18,48.88,20908,2.53,58.98,40.54,0.34,0.49,13.67,39.69,162,0,22.22,982,2,0,6,21.11,21,73.9,57,200.58,115,404.69,672,2364.78,1276,4490.27,136,478.59,0,0
Starkvillecity,MS,22.18,42.14,28.41,7.93,16749,81.7,10198,12492,4851,22680,4799,7163,7358,33.53,20.46,41.21,6.7,56.26,18458,2.52,26.61,69.13,3.82,1.07,7.7,59.44,842,50.83,68.05,444,0,0,3,15.2,3,15.2,22,111.46,112,567.43,166,841.02,828,4194.95,51,258.38,4,20.27
Grenadacity,MS,15.15,26.11,12.58,15.52,17811,68.96,9041,13259,4683,9168,0,20040,10599,25.07,44.05,14.28,11.23,50.43,10864,2.68,49.25,50.28,0.19,0.31,12.09,47.61,29,0,0,325,0,0,3,25.93,15,129.65,41,354.36,211,1823.68,195,1685.39,665,5747.62,46,397.58,1,8.64
Hendersoncity,NC,14.42,26.09,12.94,15.02,18499,75,10912,15763,6624,2500,34000,5120,6614,24.07,43.91,11.92,7.91,57.23,15655,2.6,52.88,46.59,0.19,0.54,14.13,42.97,181,11.6,26.52,429,0,0,6,36.77,3,18.38,73,447.33,207,1268.46,628,3848.28,1125,6893.8,102,625.04,10,61.28
Kernersvilletown,NC,12.64,32.02,15.39,9.09,25649,84.51,13997,14300,11547,4000,2331,0,8797,8.46,25.51,16.96,5.99,71.82,10836,2.28,5.59,92.94,0.58,1.49,15.37,65.51,172,20.93,34.88,314,0,0,1,7.46,1,7.46,17,126.74,43,320.58,150,1118.32,606,4518,42,313.13,1,7.46
Shelbycity,NC,13.33,24.32,12.14,17.75,19829,71.32,11889,15950,6541,0,13329,5202,6631,19.27,38.97,15.76,8.57,54.03,14669,2.41,42.5,57.03,0.23,0.47,14.2,44.02,167,13.17,30.54,393,17,0,3,18.67,12,74.69,70,435.68,143,890.02,454,2825.67,937,5831.83,41,255.18,7,43.57
Lenoircity,NC,13.13,24.44,12.11,16.08,21372,72.88,12012,13223,5903,8914,8001,7875,5211,17.55,41.63,11.72,5.11,60.68,14192,2.39,15.78,83.6,0.28,0.54,14.15,56.02,95,0,0,409,15,0,1,6.71,5,33.55,37,248.26,102,684.38,241,1617.02,848,5689.75,55,369.03,7,46.97
Greenvillecity,NC,25.65,44.56,31.39,7.86,22661,83.48,12206,15101,6637,32563,13435,12368,11091,26.64,20.99,33.72,6.63,61.12,44972,2.64,34.1,64.19,1.17,0.84,9.47,55.04,785,16.69,26.11,1037,72,7,5,9.96,52,103.59,344,685.29,391,778.92,1322,2633.57,3234,6442.49,303,603.61,8,15.94
Burlingtoncity,NC,12.57,25.01,12.3,15.75,26500,78.61,14635,16583,8185,10789,9659,10565,10873,9.9,29.67,19.21,3.45,64.73,39498,2.38,22.56,76.34,0.78,0.59,12.64,64.03,521,4.61,14.59,1069,9,0,5,11.22,17,38.14,59,132.35,172,385.84,530,1188.93,1737,3896.54,100,224.33,11,24.68
Gastoniacity,NC,14.29,26.84,13.31,13.02,25910,76,12684,14373,7696,13449,13007,7231,9628,14.19,37.58,15.98,5.3,61.87,54732,2.61,24.88,74,0.7,0.54,13.37,57.42,586,10.92,19.11,1213,79,12,19,31.59,25,41.57,304,505.51,546,907.93,1386,2304.74,3590,5969.7,268,445.65,32,53.21
RoanokeRapidscity,NC,13.92,25.4,12.01,13.85,22276,72.41,11736,13062,5196,14536,21913,5000,12809,18.64,34.35,11.85,6.92,58.67,15722,2.49,17.29,81.73,0.64,0.5,11.96,61.11,136,0,10.29,417,38,0,0,0,1,5.93,19,112.72,87,516.14,299,1773.85,987,5855.48,50,296.63,2,11.87
Jacksonvillecity,NC,15.13,33.21,17.06,6.9,25698,86.01,11566,13421,7900,6005,6966,7437,7352,11.89,15.5,18.17,6.6,66.42,30013,2.75,26.68,67.65,3.01,5.23,11.15,70.83,1268,17.19,23.03,894,20,0,3,5.16,25,43.02,101,173.81,181,311.47,778,1338.82,2292,3944.18,148,254.68,8,13.77
Wilsoncity,NC,15.59,27.53,14.21,12.51,21881,75.23,12028,17047,6413,19859,12460,6327,14313,23.52,36.9,18.39,8.28,57.8,36930,2.55,46.92,52.36,0.31,0.7,13.57,49.05,316,22.15,32.91,922,30,0,8,20.24,19,48.06,186,470.48,360,910.61,1348,3409.72,2695,6816.92,266,672.84,15,37.94
Laurinburgcity,NC,19.71,30.85,18.11,14.03,16496,66.43,9157,12140,6061,5973,1571,0,2540,29.39,40.41,15.11,12.39,48.43,11643,2.72,45,50.05,0.41,0.67,12.88,38.36,147,31.97,36.73,356,0,0,1,7.49,8,59.96,28,209.85,88,659.52,284,2128.46,736,5516,45,337.26,14,104.92
Kinstoncity,NC,14.85,24.79,11.78,15.11,18253,70.02,10490,16208,6284,7345,29172,19432,7316,25.16,38.47,15.41,8.17,51.87,25295,2.53,57.78,41.56,0.41,0.47,14.46,43.81,238,2.1,5.04,839,9,0,5,19.48,20,77.9,101,393.41,217,845.25,786,3061.58,1800,7011.26,107,416.78,21,81.8
Garnertown,NC,13.56,26.03,11.61,7.51,36999,86.99,16348,17481,11113,17922,13218,17600,12130,4.63,15.17,23.44,2.87,73.48,14967,2.6,17.59,81.3,0.63,0.79,10.59,77.62,226,6.19,6.19,211,0,0,0,0,2,11.48,14,80.38,33,189.46,164,941.55,600,3444.71,36,206.68,8,45.93
Carrborotown,NC,18.2,53.03,32.36,4.06,19799,93.23,12604,13305,9891,3972,11261,11014,9382,29.43,11.13,56.72,4.87,71.79,11553,2.05,16.71,78.47,3.7,1.72,9.6,65.5,746,45.04,59.52,471,7,0,2,14.28,2,14.28,31,221.33,47,335.57,173,1235.18,709,5062.12,38,271.31,0,0
Tarborotown,NC,13.24,23.46,10.88,14.05,24375,75.17,12277,14761,6867,28385,2139,23760,18500,13.39,35.31,15.8,4.44,60.47,11037,2.6,31.56,67.76,0.41,0.44,11.24,59.74,38,0,0,279,16,0,0,0,2,18.2,27,245.68,110,1000.91,154,1401.27,492,4476.8,6,54.6,7,63.69
Raleighcity,NC,15.95,35.77,19.54,7.94,32451,86.08,16896,20106,9460,12321,11232,10005,13263,11.8,13.44,40.56,3.97,68.92,207951,2.42,27.58,69.18,2.47,1.41,11.97,66.76,10434,26.47,40.77,6821,215,2,27,11.21,94,39.02,795,330.02,1114,462.45,2947,1223.37,9395,3900.1,883,366.56,29,12.04
Goldsborocity,NC,13.16,31.68,14.42,10.03,19955,76.13,10726,13795,7615,12315,5220,8502,11288,21.16,25.12,15.97,4.96,62.3,40709,3.03,47.44,50.33,1.32,1.47,12.71,55,772,22.54,33.55,922,28,0,6,13.1,20,43.66,207,451.9,444,969.28,910,1986.6,2419,5280.85,202,440.98,12,26.2
Charlottecity,NC,13.02,28.82,13.38,8.89,31873,84.82,16793,20639,9286,10462,12525,9673,14363,10.83,19.02,28.35,4.16,70.05,395934,2.49,31.78,65.61,1.82,1.41,13.26,62.84,15119,20.9,31.52,11439,534,104,122,22.42,356,65.42,3227,593.04,6020,1106.32,10691,1964.73,26370,4846.13,2972,546.18,389,71.49
Concordcity,NC,13.47,26.57,13.92,15.07,25473,76.67,13452,15075,7344,10026,12690,7760,4902,12.13,33.83,14.78,4.09,62.71,27347,2.53,20.56,78.6,0.55,0.55,12.18,61.96,331,19.34,39.27,809,22,4,4,12.72,5,15.9,59,187.66,161,512.09,481,1529.9,1203,3826.34,78,248.09,16,50.89
Lexingtoncity,NC,14.05,25.8,13.25,15.8,21011,73.07,11672,13903,7184,7577,3794,4059,9092,18.55,40.25,12.41,6.12,60.68,16581,2.37,29.65,68.18,1.47,0.68,15.12,51.02,343,12.83,34.11,501,17,0,2,10.6,9,47.69,49,259.63,131,694.11,443,2347.27,968,5129.02,72,381.5,8,42.39
Salisburycity,NC,14.89,25.94,14.88,18.16,24081,71.18,12953,16208,7116,9826,9228,6669,4597,15.58,30.65,20.71,4.31,54.78,23087,2.52,35.19,63.79,0.66,0.59,12.48,53.22,252,19.44,51.19,744,24,0,7,24.74,11,38.88,108,381.75,192,678.66,852,3011.56,1615,5708.53,109,385.28,14,49.49
Reidsvillecity,NC,13.16,24.77,11.85,18.12,21581,70,11668,14121,7938,17400,11429,0,0,18.5,38.79,15.26,6.23,53.76,12183,2.41,38.95,60.35,0.33,0.61,14.04,49.98,83,0,0,315,0,0,2,15.86,4,31.73,27,214.17,30,237.96,226,1792.65,744,5901.48,39,309.35,5,39.66
Morgantoncity,NC,11.74,23.82,11.61,16.43,25007,76.08,12845,13743,7610,4569,22348,5000,7829,10.6,35.02,18.81,4.05,56.38,15085,2.49,15.37,83,1.38,0.38,13.62,61.77,133,12.78,31.58,510,0,0,0,0,4,22.63,22,124.46,63,356.4,246,1391.64,876,4955.59,39,220.63,2,11.31
Edencity,NC,12.23,23.1,11.44,17.13,21133,69.18,11034,11989,7089,6180,5164,4000,12767,16.19,42.28,8.87,4.86,57.77,15238,2.38,18.59,80.8,0.31,0.45,13.42,59.57,97,40.21,59.79,398,4,0,2,12.43,0,0,19,118.11,56,348.11,197,1224.59,651,4046.75,52,323.24,3,18.65
Lumbertoncity,NC,14.68,25.9,12.69,13.68,19030,71.8,10704,14470,5079,7084,7591,13676,12108,29.1,38.36,18.49,8.66,53.71,18601,2.62,30.39,56.66,0.62,0.45,13.48,48.06,183,0,5.46,513,2,0,4,20.49,2,10.24,77,394.35,105,537.74,601,3077.95,1351,6918.98,134,686.26,11,56.34
Kannapoliscity,NC,12.92,25.84,12.84,17.12,22369,73.24,11031,11837,7463,26480,6400,2825,3338,11.76,41.29,7.73,5.85,59.06,29696,2.47,17.99,81.32,0.24,0.63,13.12,61.63,146,9.59,35.62,699,0,1,5,16.02,11,35.25,56,179.47,76,243.57,318,1019.13,605,1938.92,69,221.13,11,35.25
Asheborocity,NC,11.86,25.06,12.9,17.44,24294,75.5,12533,13155,6971,59455,25079,1917,3161,12.84,34.52,15.32,3.91,63.82,16362,2.35,13.09,85.19,0.68,1.1,13.66,60.5,202,11.39,26.24,487,20,0,1,5.32,2,10.65,47,250.17,68,361.95,326,1735.24,992,5280.25,70,372.6,3,15.97
Sanfordcity,NC,13.73,25.45,11.77,13.52,21205,73.05,11164,13608,6649,17781,15385,7859,6694,21.06,29.52,14.83,6.93,58.03,14475,2.52,34.85,63.24,0.57,1.57,14.08,51.61,282,19.15,24.82,488,6,0,2,12.1,11,66.56,46,278.33,146,883.4,541,3273.43,1702,10298.3,61,369.09,12,72.61
Albemarlecity,NC,12.33,23.7,11.64,17.82,22504,71.54,11761,12816,6609,0,15154,2833,6496,14.11,39.42,12.49,6.66,57.87,14939,2.47,17.63,81.01,1.14,0.44,11.28,65.48,236,12.71,12.71,488,0,0,1,5.7,0,0,37,210.9,121,689.69,417,2376.88,1140,6497.95,46,262.2,5,28.5
Durhamcity,NC,15.72,32.98,17.52,10.08,27256,81.99,14498,18584,10060,12035,11834,9600,10489,14.9,21.54,35.4,4.72,65.21,136611,2.44,45.71,51.71,1.96,1.18,12.71,55.48,5205,31.37,43.46,4606,125,1,26,17.81,109,74.67,848,580.92,724,495.98,4851,3323.17,7471,5118,951,651.48,90,61.65
Wilmingtoncity,NC,17.08,30.71,17.91,14.46,20609,73.19,12077,14867,6659,8375,19269,9418,6854,22.11,26.95,20.74,6.21,57.86,55530,2.36,33.88,64.94,0.57,0.86,13.98,48.29,1008,11.41,16.87,2912,92,8,7,10.98,38,59.6,279,437.59,443,694.81,1531,2401.27,4156,6518.4,375,588.16,49,76.85
ChapelHilltown,NC,30.34,51.27,37.75,7.53,30489,83.86,16288,17797,8440,9828,11902,6910,9279,16.14,6.65,71.16,4.42,57.03,38719,2.81,12.53,82.32,4.35,1.57,7.23,71.6,3208,41.46,49.25,1070,23,5,1,2.11,15,31.62,100,210.8,203,427.93,516,1087.74,1766,3722.75,98,206.59,14,29.51
Ashevillecity,NC,12.07,23.63,11.89,17.66,22267,68.93,13079,14315,8370,12315,8811,6869,9324,15.87,24.92,22.99,5.56,56.48,61607,2.28,19.81,79.09,0.61,0.87,14.32,56.96,1251,8.63,13.35,2686,175,18,9,13.76,44,67.28,142,217.14,261,399.1,1148,1755.43,3311,5062.92,353,539.78,8,12.23
Grahamcity,NC,12.05,25.4,12.44,15.31,24509,76.47,12163,12779,8942,16752,3938,15000,8193,11.83,33.76,12.99,3.16,63.89,10426,2.43,16.05,83.05,0.38,0.93,13.87,64.12,114,0,4.39,227,0,0,1,8.95,5,44.74,11,98.43,104,930.65,137,1225.95,400,3579.42,33,295.3,0,0
Boonetown,NC,50.8,70.51,63.62,6.14,13109,84.81,8725,8883,5981,4814,8074,2806,3491,40.99,21.37,43.42,7.7,47.67,12915,3.19,4.66,94.22,0.77,0.67,4.27,72.66,200,15.5,19.5,481,20,0,0,0,1,7.16,1,7.16,19,136,55,393.67,341,2440.77,9,64.42,0,0
ElizabethCitycity,NC,17.21,29.5,17.3,15.52,16305,69.35,8854,12387,5680,4325,14933,7201,9734,28.16,35.87,14.85,8.38,46.83,14292,2.68,52.11,47.03,0.48,0.7,12.48,47.28,81,37.04,37.04,460,59,4,3,17.27,8,46.04,35,201.43,98,564,280,1611.42,761,4379.6,29,166.9,6,34.53
